name,address,lat,long,phone,avg_rating,num_of_reviews,info
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Great dessert
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Great tea selection
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Good for working on laptop
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Coffee
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Quick bite
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Breakfast
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Brunch
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Catering
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Dessert
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Seating
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Restroom
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Cozy
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Romantic
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,College students
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Groups
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Tourists
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Accepts reservations
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Usually a wait
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Credit cards
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Debit cards
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,NFC mobile payments
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Good for kids
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Free parking lot
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Free street parking
Phúc Long Tea & Coffee - 514 Lê Trọng Tấn,"514A Lê Trọng Tấn, Tây Thạnh, Tân Phú, Thành phố Hồ Chí Minh 70000, Vietnam",10.8104189,106.612639,+84 28 7100 1968 ext. 21278,3.7,402,Usually plenty of parking
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Wheelchair accessible seating
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,No-contact delivery
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Delivery
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Takeout
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Dine-in
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Great coffee
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Great dessert
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Great tea selection
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Good for working on laptop
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Coffee
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Quick bite
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Breakfast
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Brunch
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Catering
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Dessert
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Table service
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Restroom
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Cozy
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,College students
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Groups
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Accepts reservations
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Credit cards
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Debit cards
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,NFC mobile payments
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Credit cards
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Good for kids
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Free parking lot
Phúc Long Tea & Coffee - 493A Trường Chinh,"493a Đ. Trường Chinh, Phường 14, Tân Bình, Thành phố Hồ Chí Minh",10.8006603,106.6382599,028 7100 1968,3.7,355,Usually plenty of parking
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Wheelchair accessible restroom
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Outdoor seating
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,No-contact delivery
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Delivery
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Takeout
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Dine-in
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Great coffee
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Great dessert
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Great tea selection
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Good for working on laptop
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Coffee
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Quick bite
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Breakfast
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Catering
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Dessert
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Seating
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Restroom
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Cozy
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,College students
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Groups
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Usually a wait
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Credit cards
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Debit cards
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,NFC mobile payments
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Good for kids
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Free parking lot
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Free street parking
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Usually plenty of parking
Phúc Long Coffee & Tea,"Diamond Alnata, 02 Đ. Tân Thạnh, Sơn Kỳ, Tân Phú, Thành phố Hồ Chí Minh",10.8039906,106.6133486,028 7100 1968,4.0,140,Valet parking
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Takeout
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Dine-in
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Great coffee
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Great dessert
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Great tea selection
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Good for working on laptop
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Coffee
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Quick bite
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Catering
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Dessert
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Restroom
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Casual
Phúc Long Coffee & Tea,"102 Đ. Phan Văn Hớn, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh",10.8284441,106.6198743,,3.1,121,Cozy
